@relation tmp

@attribute addrNumPer numeric
@attribute affiNumPer numeric
@attribute cap1DicWordNumPer numeric
@attribute cap1NonDicWordNumPer numeric
@attribute dateNumPer numeric
@attribute degreeNumPer numeric
@attribute dictWordNumPer numeric
@attribute digitNumPer numeric
@attribute isAbstract numeric
@attribute isAddr numeric
@attribute isAffi numeric
@attribute isCity numeric
@attribute isCountry numeric
@attribute isEmail numeric
@attribute isIntro numeric
@attribute isKeyWord numeric
@attribute isMayName numeric
@attribute isMonth numeric
@attribute isNote numeric
@attribute isPage numeric
@attribute isPhone numeric
@attribute isPostCode numeric
@attribute isPrep numeric
@attribute isPubNum numeric
@attribute isSingleCap numeric
@attribute isState numeric
@attribute isURL numeric
@attribute linePos numeric
@attribute next1abstract numeric
@attribute next1address numeric
@attribute next1affiliation numeric
@attribute next1author numeric
@attribute next1date numeric
@attribute next1degree numeric
@attribute next1email numeric
@attribute next1intro numeric
@attribute next1keyword numeric
@attribute next1note numeric
@attribute next1page numeric
@attribute next1phone numeric
@attribute next1pubnum numeric
@attribute next1title numeric
@attribute next1web numeric
@attribute next2abstract numeric
@attribute next2address numeric
@attribute next2affiliation numeric
@attribute next2author numeric
@attribute next2date numeric
@attribute next2degree numeric
@attribute next2email numeric
@attribute next2intro numeric
@attribute next2keyword numeric
@attribute next2note numeric
@attribute next2page numeric
@attribute next2phone numeric
@attribute next2pubnum numeric
@attribute next2title numeric
@attribute next2web numeric
@attribute next3abstract numeric
@attribute next3address numeric
@attribute next3affiliation numeric
@attribute next3author numeric
@attribute next3date numeric
@attribute next3degree numeric
@attribute next3email numeric
@attribute next3intro numeric
@attribute next3keyword numeric
@attribute next3note numeric
@attribute next3page numeric
@attribute next3phone numeric
@attribute next3pubnum numeric
@attribute next3title numeric
@attribute next3web numeric
@attribute next4abstract numeric
@attribute next4address numeric
@attribute next4affiliation numeric
@attribute next4author numeric
@attribute next4date numeric
@attribute next4degree numeric
@attribute next4email numeric
@attribute next4intro numeric
@attribute next4keyword numeric
@attribute next4note numeric
@attribute next4page numeric
@attribute next4phone numeric
@attribute next4pubnum numeric
@attribute next4title numeric
@attribute next4web numeric
@attribute nonDictWordNumPer numeric
@attribute noteNumPer numeric
@attribute phoneNumPer numeric
@attribute pre1abstract numeric
@attribute pre1address numeric
@attribute pre1affiliation numeric
@attribute pre1author numeric
@attribute pre1date numeric
@attribute pre1degree numeric
@attribute pre1email numeric
@attribute pre1intro numeric
@attribute pre1keyword numeric
@attribute pre1note numeric
@attribute pre1page numeric
@attribute pre1phone numeric
@attribute pre1pubnum numeric
@attribute pre1title numeric
@attribute pre1web numeric
@attribute pre2abstract numeric
@attribute pre2address numeric
@attribute pre2affiliation numeric
@attribute pre2author numeric
@attribute pre2date numeric
@attribute pre2degree numeric
@attribute pre2email numeric
@attribute pre2intro numeric
@attribute pre2keyword numeric
@attribute pre2note numeric
@attribute pre2page numeric
@attribute pre2phone numeric
@attribute pre2pubnum numeric
@attribute pre2title numeric
@attribute pre2web numeric
@attribute pre3abstract numeric
@attribute pre3address numeric
@attribute pre3affiliation numeric
@attribute pre3author numeric
@attribute pre3date numeric
@attribute pre3degree numeric
@attribute pre3email numeric
@attribute pre3intro numeric
@attribute pre3keyword numeric
@attribute pre3note numeric
@attribute pre3page numeric
@attribute pre3phone numeric
@attribute pre3pubnum numeric
@attribute pre3title numeric
@attribute pre3web numeric
@attribute pre4abstract numeric
@attribute pre4address numeric
@attribute pre4affiliation numeric
@attribute pre4author numeric
@attribute pre4date numeric
@attribute pre4degree numeric
@attribute pre4email numeric
@attribute pre4intro numeric
@attribute pre4keyword numeric
@attribute pre4note numeric
@attribute pre4page numeric
@attribute pre4phone numeric
@attribute pre4pubnum numeric
@attribute pre4title numeric
@attribute pre4web numeric
@attribute pubNumPer numeric
@attribute singleDigitNumPer numeric
@attribute classification_tag {true,false}

@data
0,0.25,0.75,0.25,0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0.153846,0.583333,0.416667,0,0.307692,0.615385,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,5,1,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615,0.230769,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923,0,false
0,0.333333,0.5,0.5,0,0.333333,0.666667,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.333333,0,false
0,0.222222,0.714286,0.285714,0,0.333333,0.888889,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.111111,0.333333,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,false
0,0.285714,0.909091,0.090909,0,0.428571,1,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,6,2,0,2,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.428571,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,false
0,0.333333,0.666667,0.333333,0,0.333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.333333,0,false
0,0.166667,0.8,0.2,0,0.333333,0.833333,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,false
0,0.333333,0.6,0.4,0,0.333333,0.666667,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.166667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,false
0,0.333333,0.25,0.75,0,0,0.333333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.333333,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0.333333,0.8,0.2,0,0.333333,0.833333,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.166667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,false
0.090909,0.272727,0.8,0.2,0,0.272727,0.818182,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,3,1,0,1,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.181818,0.363636,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909,0,false
0.090909,0.272727,0.8,0.2,0,0.272727,0.818182,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,3,1,0,1,0,8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.181818,0.363636,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909,0,false
0,0.285714,0.833333,0.166667,0,0.428571,0.857143,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.142857,0.428571,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,false
0,0.181818,0.857143,0.142857,0,0.272727,0.727273,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,1,0,1,0,6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.272727,0.272727,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.090909,0,false
0.076923,0.230769,0.777778,0.222222,0,0.230769,0.615385,0,0,1,3,0,0,0,0,0,1,0,4,0,0,0,2,1,0,0,0,11,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.384615,0.307692,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923,0,false
0,0.25,0.428571,0.571429,0,0.375,0.625,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.375,0.375,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,false
0,0.166667,0.5,0.5,0,0.166667,0.666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.166667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,false
0,0,0.666667,0.333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,false
0,0,0.222222,0.777778,0,0,0.363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.636364,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0.25,0.75,0.25,0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0.5,0.333333,0.666667,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,false
0,0.142857,0.666667,0.333333,0,0.285714,0.714286,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,0.285714,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0.166667,0.6,0.4,0,0.333333,0.666667,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0.142857,0.666667,0.333333,0,0.285714,0.714286,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,10,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.285714,0.285714,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0.2,0.333333,0.666667,0,0.2,0.4,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.043478,false
0,0.222222,0.285714,0.714286,0,0.222222,0.222222,0.111111,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777778,0.111111,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.02381,false
0,0.083333,0.571429,0.428571,0,0.166667,0.5,0.083333,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.083333,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.083333,0.016949,false
0,0.071429,0.555556,0.444444,0,0.071429,0.357143,0.071429,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,11,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.642857,0.142857,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.142857,0.011364,false
0,0.333333,0.25,0.75,0,0.333333,0.333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.666667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.333333,0,false
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0.166667,0.5,0.5,0,0.166667,0.666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,false
0,0.25,0.75,0.25,0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,false
0,0.5,0.666667,0.333333,0,0.5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,false
0,0.285714,0.833333,0.166667,0,0.428571,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,1,0,1,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.428571,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,false
